city,zoning,zoning code URL,bees display,bees pop-up,chickens and other animals display,chickens or other animals popup,gardens display,gardens popup
Hillsborough,RD,https://www.municode.com/library/ca/hillsborough/codes/code_of_ordinances,permitted,"Three hives or fewer are allowed. Bee hive or like place must be situated more than fifty feet from any street, dwelling, or place of public assemblage.",permitted,"Fowl permitted (no roosters) with letter from City Manager or designee; No part of any enclosure shall be within one hundred twenty-five feet of any dwelling that is not owned, leased, or otherwise controlled by the resident of the property on which the enclosure is located.",unknown,No information.
